67, F, W, Y,44000,168292,2,1
42, M, W, Y,27000,61181,3,1
53, F, B, N,26000,79616,5,0
31, F, B, Y,68000,138869,6,2
27, F, B, Y,68000,114133,5,6
22, M, W, Y,57000,77334,3,4
32, M, B, Y,53000,158747,3,3
23, M, W, Y,20000,77793,0,1
32, M, W, Y,24000,122447,6,0
61, F, W, N,43000,86805,0,8
30, M, W, N,39000,11580,4,7
25, F, B, N,33000,112373,8,9
27, F, W, Y,58000,65800,4,2
67, F, B, Y,66000,93647,9,6
34, F, B, Y,52000,40430,2,5
63, M, W, N,27000,119857,4,5
41, M, W, N,55000,50870,5,0
41, F, W, N,36000,74096,3,3
58, M, W, Y,36000,154669,6,9
58, F, B, N,27000,57588,7,5
54, M, B, Y,43000,46883,7,3
34, F, W, Y,41000,110052,9,8
34, F, W, N,57000,124363,0,1
24, M, B, Y,41000,21801,7,3
60, F, W, N,47000,94565,7,3
53, M, B, Y,22000,73190,6,0
29, M, B, Y,37000,144540,1,4
66, F, W, N,58000,57042,8,0
29, M, W, Y,43000,125713,0,5
46, F, B, Y,32000,59685,6,7
29, M, W, N,69000,90072,4,6
28, F, W, Y,57000,116207,4,4
35, M, W, N,55000,113403,0,3
38, M, B, Y,21000,55574,6,4
48, F, B, Y,26000,101191,9,3
51, M, B, N,38000,91217,5,6
31, M, W, N,64000,152808,5,3
39, M, W, Y,52000,32733,3,6
44, M, W, N,41000,19624,8,3
64, M, W, N,63000,154307,1,7
37, F, B, N,42000,72651,1,6
59, M, B, N,41000,75488,1,2
20, M, W, Y,43000,155358,4,5
47, F, B, N,23000,49948,9,8
37, F, B, N,59000,97279,2,5
44, M, B, Y,37000,137842,3,8
35, M, B, Y,51000,104029,1,9
28, F, B, N,64000,137392,8,0
31, M, W, Y,66000,79368,8,9
62, M, B, N,68000,151333,6,3
39, F, W, N,36000,14930,9,9
43, F, W, Y,30000,103835,4,4
38, M, B, N,43000,103241,4,8
22, F, B, Y,27000,83519,2,2
20, F, W, N,34000,69653,1,2
34, M, W, Y,28000,68219,4,5
20, M, B, N,29000,138822,4,2
40, M, W, N,28000,27078,4,5
39, M, B, N,26000,11349,9,4
67, F, W, Y,55000,155644,3,2
49, F, W, N,20000,106213,8,7
24, F, W, Y,51000,79545,4,4
58, F, B, N,27000,84618,7,7
29, F, B, Y,39000,62417,9,6
43, F, B, Y,40000,110888,8,0
24, F, W, N,53000,93664,7,7
66, F, B, Y,32000,106020,6,5
43, F, B, N,58000,131717,5,8
50, M, B, Y,32000,129527,6,1
48, M, W, N,25000,18375,2,5
51, M, B, N,30000,105211,3,8
23, F, B, Y,60000,19892,3,4
44, M, B, N,35000,26458,3,2
30, M, W, Y,63000,110412,0,5
58, M, W, Y,66000,56713,7,8
44, F, B, Y,64000,153377,6,2
26, M, B, Y,61000,140737,4,9
26, F, W, Y,24000,136546,6,6
55, M, B, Y,27000,62291,6,0
39, M, B, N,65000,136237,1,0
40, M, W, Y,20000,123847,8,4
62, M, W, Y,62000,46429,0,6
31, M, B, Y,27000,103975,0,5
26, F, W, N,20000,108336,6,5
29, F, W, N,46000,108021,5,5
55, F, B, Y,46000,116086,8,8
51, F, W, Y,64000,87693,4,6
61, M, W, Y,30000,14132,8,0
20, F, B, Y,64000,125197,9,0
39, M, W, Y,45000,162013,2,1
40, F, W, N,23000,97533,0,7
60, M, W, Y,67000,62096,8,0
44, M, B, Y,65000,96588,1,2
60, F, W, Y,60000,145916,8,3
32, M, W, N,54000,140635,4,8
59, F, B, N,36000,54755,1,9
37, M, W, N,65000,152886,1,7
30, M, B, N,66000,10062,6,1
43, M, W, Y,46000,102700,1,8
34, M, B, Y,29000,69361,6,3
23, F, B, N,28000,85086,7,8
51, F, B, Y,50000,103261,9,3
53, M, W, N,27000,154127,5,0
65, M, W, Y,33000,169187,9,8
28, M, B, Y,21000,85935,1,8
46, M, W, N,68000,37476,8,8
29, M, W, N,59000,86780,3,4
62, F, B, Y,56000,25442,8,0
32, F, B, N,31000,142008,5,5
56, F, W, N,33000,55051,4,1
39, F, W, N,57000,61372,7,0
22, M, W, Y,23000,129819,2,1
40, F, B, N,67000,76409,0,4
52, M, W, N,34000,26569,9,7
64, M, B, N,53000,125479,3,9
63, M, B, N,37000,37661,3,0
56, M, W, Y,23000,162096,9,4
59, M, B, N,32000,159332,4,3
59, M, W, Y,40000,22178,9,9
35, F, B, Y,51000,121757,8,3
65, F, B, Y,26000,145830,3,4
40, F, W, Y,36000,136469,1,4
44, M, B, N,56000,169307,8,4
49, M, W, Y,69000,36759,7,0
21, M, W, Y,42000,122751,9,4
53, F, B, N,62000,126668,6,5
62, M, W, Y,46000,49358,1,6
44, M, W, Y,53000,54227,2,8
46, M, B, Y,20000,141578,8,0
60, F, B, N,60000,64530,4,5
59, F, W, Y,67000,169985,2,9
69, F, W, N,48000,68300,2,3
27, M, W, N,49000,60435,5,3
59, F, W, N,35000,161552,0,1
28, M, W, Y,22000,155144,3,0
51, M, B, Y,29000,31986,3,6
37, F, B, N,42000,53300,7,1
21, F, B, N,35000,167733,9,3
29, M, B, N,38000,86853,5,7
27, M, W, N,61000,144082,3,9
42, M, B, N,40000,87081,3,7
49, M, W, N,24000,23807,2,9
23, F, W, Y,67000,57585,3,4
66, M, W, Y,20000,66722,5,0
33, M, W, Y,44000,49316,2,7
45, F, W, Y,30000,64096,2,7
37, F, B, N,34000,93274,2,6
53, M, B, Y,47000,133539,8,2
57, M, B, Y,62000,126496,3,9
40, F, B, N,31000,49996,7,2
29, M, B, N,63000,46959,4,8
63, F, W, N,46000,148466,7,1
57, F, W, N,38000,73022,0,3
43, F, W, N,56000,154079,9,2
44, M, B, Y,41000,23042,0,7
45, F, B, N,21000,15149,0,1
64, M, W, Y,43000,10771,6,5
45, M, B, Y,32000,134828,2,6
23, F, B, N,20000,132177,2,3
49, M, B, N,62000,36994,7,2
60, M, B, Y,53000,119303,8,0
47, F, B, N,42000,141990,2,0
47, F, B, Y,48000,136786,1,3
63, F, B, N,60000,167838,5,5
29, M, B, Y,34000,96682,2,4
40, M, B, Y,28000,32562,7,3
32, M, B, N,39000,27191,1,5
43, M, W, N,28000,53237,0,0
37, M, W, N,65000,70932,7,7
58, M, B, N,62000,157392,9,6
64, F, W, Y,33000,168381,3,1
47, F, W, N,48000,102391,4,3
46, F, W, Y,67000,162103,0,1
41, M, B, N,53000,18416,6,8
37, F, B, N,29000,137397,4,3
21, M, W, Y,29000,150683,3,1
56, F, B, Y,26000,54981,5,2
55, F, B, Y,29000,156509,8,1
23, F, W, Y,68000,11348,8,0
37, F, W, N,36000,112853,2,4
38, M, W, Y,68000,102406,7,3
43, F, B, Y,53000,149970,9,4
52, F, W, Y,40000,26044,6,2
24, M, B, N,26000,146787,3,4
39, M, W, Y,21000,39227,7,1
66, F, W, Y,57000,163630,6,4
21, F, B, Y,34000,125264,1,2
64, M, W, N,66000,87939,9,6
30, F, B, Y,43000,26871,0,6
28, F, B, Y,24000,48577,7,6
59, F, B, Y,63000,120640,8,4
23, F, W, Y,52000,154374,3,5
23, F, B, Y,25000,108553,0,6
51, F, B, Y,26000,72520,5,4
33, M, W, Y,44000,62169,1,6
48, F, W, N,56000,122438,8,1
33, F, B, Y,67000,75091,7,3
24, M, W, N,63000,160763,3,3
51, F, W, Y,35000,99355,5,8
52, M, W, Y,33000,93049,6,7
65, M, W, Y,28000,141362,5,7
52, M, B, N,64000,127821,1,3
51, F, B, N,37000,72969,1,7
60, M, B, N,47000,48620,3,5
36, F, B, Y,42000,113377,1,1
37, M, B, N,29000,19640,1,2
49, F, W, N,58000,37435,4,9
51, M, B, N,65000,40599,8,9
25, M, B, N,21000,165979,7,5
52, F, B, Y,42000,166463,7,2
69, M, B, N,30000,33845,1,5
50, F, W, N,63000,127643,3,0
65, M, B, Y,62000,111168,1,2
43, F, B, N,21000,66306,2,7
24, M, W, Y,41000,153598,0,1
23, M, B, N,54000,144405,3,3
53, M, B, N,46000,117055,4,0
41, F, B, Y,34000,19066,9,3
40, F, W, Y,29000,12658,9,8
29, M, W, Y,32000,20958,6,0
56, M, W, N,44000,77433,0,4
36, F, W, N,64000,151255,3,9
28, F, B, N,34000,116448,8,1
54, F, B, N,25000,92840,5,6
38, M, W, Y,57000,111980,3,7
59, M, W, N,31000,111351,6,8
44, F, B, Y,60000,75356,9,2
23, F, B, Y,25000,41717,0,9
31, M, W, Y,23000,37081,5,0
46, F, W, N,63000,155784,4,0
51, F, B, N,48000,150878,9,9
38, M, B, N,29000,66683,8,5
25, M, W, N,46000,127281,2,0
36, F, B, Y,27000,25540,0,5
67, F, W, Y,58000,132379,1,4
36, M, B, Y,49000,46176,6,7
52, F, B, Y,54000,47362,7,8
68, M, W, N,61000,13396,4,7
22, F, W, N,68000,104478,8,3
29, F, B, N,32000,130522,9,9
41, M, W, Y,26000,35036,1,6
54, M, W, Y,61000,141769,1,3
42, F, W, N,68000,145067,6,7
20, M, B, N,60000,125105,3,6
20, M, B, N,35000,94280,7,0
51, F, B, N,20000,91207,2,3
41, M, B, N,38000,153940,3,8
40, M, B, Y,49000,144160,6,0
31, M, W, Y,31000,159276,0,8
67, F, B, N,26000,119489,3,4
53, F, W, Y,60000,52063,9,7
67, M, W, N,33000,55192,5,4
50, F, W, Y,29000,28994,2,0
53, F, B, Y,55000,11357,1,2
58, M, W, Y,61000,111461,4,5
66, M, W, Y,50000,34021,5,8
65, M, B, Y,32000,112389,4,0
38, F, B, Y,34000,138874,2,0
55, M, B, N,56000,55726,5,1
58, F, B, Y,52000,70450,5,3
55, F, B, N,67000,24227,6,9
52, M, W, N,38000,72408,8,7
26, M, W, N,53000,51158,8,4
63, F, B, N,29000,104558,3,5
44, M, W, N,56000,71534,8,3
35, M, W, Y,57000,102230,6,4
51, F, B, Y,20000,148529,7,9
22, M, W, N,51000,73622,8,7
37, F, B, N,44000,110672,7,3
31, M, W, N,58000,150756,9,5
60, F, B, N,64000,15466,1,5
43, F, W, N,27000,109658,4,3
35, M, B, N,22000,15039,4,0
35, M, B, N,59000,155396,4,9
35, M, B, Y,63000,159469,0,2
68, F, B, Y,28000,167591,1,6
46, F, B, Y,43000,73395,6,5
60, M, W, Y,48000,82038,0,2
58, F, W, N,66000,81546,8,5
28, M, W, Y,29000,124049,9,1
55, M, W, N,45000,118812,1,4
56, M, W, Y,64000,129154,5,5
46, F, B, Y,51000,160476,9,4
62, M, B, Y,67000,106781,5,9
52, F, B, Y,63000,28247,4,6
57, F, B, Y,24000,82533,6,5
41, F, W, Y,43000,147696,8,7
21, F, W, Y,64000,14704,3,6
20, M, B, Y,44000,72745,3,7
31, M, B, Y,68000,140635,1,3
36, F, W, Y,40000,112814,2,6
38, M, W, N,21000,68567,9,3
25, F, W, Y,61000,78264,7,1
48, F, B, N,36000,90574,8,7
51, M, B, N,54000,79750,5,7
36, F, W, Y,23000,72250,0,9
68, F, B, N,67000,37123,7,9
61, M, W, N,25000,114724,2,7
49, F, W, N,59000,33492,2,6
51, F, B, N,64000,24679,2,5
35, M, W, Y,59000,10079,0,5
48, M, W, Y,28000,107951,2,9
56, M, W, Y,51000,57490,2,4
41, F, W, Y,37000,82373,0,6
23, F, W, Y,27000,39027,7,5
21, M, W, N,40000,145467,8,3
62, F, W, N,67000,41666,6,4
58, M, W, N,45000,112611,5,7
52, M, W, N,62000,150325,4,5
49, M, W, N,65000,101316,5,9
30, M, B, N,65000,161050,0,9
65, M, W, Y,69000,37226,5,4
47, F, B, Y,53000,48743,1,9
35, F, W, N,26000,97475,8,6
41, M, W, Y,65000,125048,7,5
54, F, B, Y,65000,87024,4,0
22, F, W, N,37000,22041,8,1
25, F, B, Y,25000,103592,8,6
37, M, B, N,50000,157323,7,8
67, F, B, Y,66000,86830,9,4
29, F, B, Y,47000,96165,7,3
57, M, W, N,21000,47336,2,4
58, F, W, Y,24000,106312,5,9
69, M, B, N,62000,91155,6,5
50, M, W, N,56000,81079,1,5
47, M, B, Y,43000,35381,6,7
27, M, W, Y,41000,126364,0,8
65, M, W, Y,30000,50489,6,2
60, F, W, Y,65000,107206,5,0
69, F, B, Y,26000,125015,4,9
20, F, W, N,26000,129500,2,9
32, M, W, N,54000,28222,5,5
40, M, W, Y,51000,132511,4,2
62, F, B, N,30000,46365,1,8
48, M, W, Y,28000,167802,0,8
33, M, B, N,39000,88187,9,0
51, F, B, N,47000,100198,8,9
40, F, B, Y,42000,75262,3,9
61, F, B, N,63000,66426,3,0
50, F, W, N,56000,92829,3,7
59, F, W, Y,34000,27036,3,7
29, M, W, N,46000,96715,2,8
20, F, B, Y,35000,147241,1,6
54, M, B, N,45000,131999,1,6
26, M, B, N,20000,102306,1,5
48, F, B, N,32000,139022,5,0
46, F, B, N,54000,83088,1,2
38, M, W, N,45000,62375,2,7
51, F, B, Y,25000,77382,8,4
28, F, B, Y,35000,58498,0,2
22, F, W, Y,22000,122671,6,4
39, M, B, Y,25000,157500,0,7
23, F, W, N,58000,105926,5,8
66, F, B, Y,40000,54835,5,6
39, F, B, N,23000,126067,4,3
23, F, W, Y,51000,68458,2,9
26, M, W, Y,47000,74716,7,2
22, F, B, N,33000,17081,1,1
36, M, B, Y,35000,10868,6,4
60, M, B, Y,48000,15164,2,9
58, F, B, Y,57000,65097,0,4
54, F, B, Y,69000,20248,4,4
33, F, B, N,37000,88938,9,9
58, F, B, Y,51000,128283,4,1
49, F, B, N,26000,105052,4,0
35, M, B, N,26000,132541,2,3
63, F, B, Y,37000,93807,7,5
42, M, W, Y,52000,101776,7,7
48, M, B, Y,21000,91906,8,7
22, M, B, Y,31000,93218,2,1
42, M, B, N,58000,18676,2,7
43, F, B, N,31000,36066,4,2
52, M, W, Y,68000,125651,1,3
45, M, W, Y,25000,61067,7,5
42, F, B, Y,33000,125064,4,6
21, M, B, N,38000,151836,2,0
57, F, B, N,60000,52893,8,0
53, M, W, N,48000,113518,7,3
52, M, W, Y,59000,42061,0,9
63, M, W, N,58000,94443,4,2
53, F, W, Y,30000,61432,3,0
33, F, W, Y,58000,16369,4,6
39, M, B, N,69000,76223,6,7
59, F, W, N,23000,148966,1,5
41, M, W, N,55000,165458,3,8
32, F, B, N,26000,144146,2,6
44, M, B, Y,51000,12083,8,0
43, F, W, N,63000,125874,9,2
39, M, B, N,20000,101378,9,2
52, F, W, Y,67000,111083,9,0
41, M, B, Y,42000,123284,3,7
28, M, B, Y,52000,157317,9,0
64, F, B, N,26000,34267,3,6
49, F, W, Y,36000,152729,8,2
68, F, W, Y,21000,154351,1,3
51, M, W, Y,41000,124050,1,7
57, F, B, N,47000,74941,5,3
54, M, B, Y,23000,58177,0,2
23, M, W, N,20000,33067,6,0
53, F, B, Y,36000,32973,1,8
25, M, B, N,27000,127660,4,6
51, F, B, Y,56000,52927,6,3
39, F, B, N,37000,153498,8,3
31, F, W, Y,62000,145300,4,1
30, F, W, N,41000,148449,3,3
27, F, B, Y,52000,32360,0,7
66, F, W, Y,23000,29619,8,8
69, F, W, N,32000,135357,6,8
48, M, W, Y,36000,94053,9,0
22, M, W, Y,31000,105847,5,3
39, F, W, Y,61000,39587,3,0
38, F, W, Y,40000,79996,3,9
20, F, B, N,35000,121510,6,7
56, F, B, Y,22000,131484,4,4
46, F, W, Y,23000,100621,4,1
37, M, B, N,58000,158642,6,4
29, M, B, Y,25000,158349,1,3
60, F, W, Y,39000,81441,6,8
37, F, W, N,25000,154519,4,5
37, F, B, Y,69000,103960,2,8
63, M, B, Y,56000,43421,0,9
30, M, B, Y,43000,37952,4,9
30, M, B, Y,50000,143794,0,8
27, F, B, N,48000,83151,6,3
54, F, B, Y,27000,158343,6,9
29, F, B, Y,27000,59916,3,1
63, M, B, Y,23000,38436,1,8
63, F, W, N,23000,49869,6,2
63, M, B, N,29000,69576,9,6
23, M, W, Y,33000,160128,2,3
38, M, W, N,61000,153302,1,0
62, F, B, Y,41000,46767,4,5
27, M, W, N,26000,61125,6,3
63, F, B, N,50000,153139,4,9
58, M, W, N,63000,76129,7,3
52, M, B, N,63000,98665,1,4
55, F, B, Y,47000,37865,8,9
39, M, W, N,40000,93736,3,2
66, M, W, N,30000,126166,7,4
23, M, W, Y,65000,96341,9,5
51, M, W, N,58000,39491,5,6
44, F, B, N,35000,106047,9,0
20, M, B, N,30000,143445,9,5
24, M, W, N,62000,70956,8,7
68, F, B, Y,52000,45089,3,6
57, F, B, N,32000,163273,2,8
22, M, B, Y,37000,168662,5,6
68, F, W, Y,45000,139092,7,4
40, F, W, N,69000,108345,4,7
30, F, W, N,44000,58046,1,9
29, F, W, N,64000,53693,8,1
33, F, W, N,38000,38426,1,3
60, M, W, N,26000,103360,5,6
52, F, B, N,50000,123410,9,3
24, M, W, N,29000,162731,7,3
63, F, B, Y,67000,94019,7,3
23, F, W, N,38000,121108,4,4
58, M, W, N,58000,64426,2,7
69, F, B, Y,51000,44049,8,9
29, M, B, Y,52000,15240,6,6
66, F, W, N,44000,156508,7,9
22, M, W, N,65000,140403,5,2
62, F, W, Y,42000,112387,9,0
26, M, W, N,57000,83305,0,7
28, F, B, N,69000,126125,1,3
46, F, W, N,24000,137759,0,3
27, F, B, N,24000,21964,1,8
37, F, B, N,69000,169450,1,0
53, F, B, Y,49000,136493,4,4
27, F, B, N,61000,53495,0,1
68, M, B, Y,34000,50118,8,9
33, F, W, Y,25000,23723,2,7
66, M, W, N,37000,123068,7,1
22, F, W, N,56000,169310,6,9
44, F, W, Y,25000,131567,8,7
39, F, B, N,30000,114402,6,7
40, M, W, N,25000,59802,3,1
43, F, B, Y,67000,116326,1,2
57, M, B, N,31000,143298,9,3
36, M, W, N,64000,58042,4,7
35, M, W, N,47000,19343,0,2
51, F, B, Y,62000,50445,4,2
29, M, B, N,40000,80077,2,3
27, F, W, Y,35000,160142,2,2
32, F, W, Y,44000,163863,9,0
28, F, B, Y,60000,18335,3,0
21, M, W, Y,33000,40589,1,6
44, F, B, N,20000,66436,3,1
34, F, B, Y,63000,106501,6,8
41, F, B, Y,69000,154031,1,4
46, M, B, Y,28000,104202,4,8
64, M, B, Y,45000,44820,4,5
65, F, W, Y,69000,123447,1,3
48, M, B, N,30000,26170,5,2
39, F, W, N,39000,18351,8,2
68, M, B, N,69000,17887,7,6
37, F, B, N,41000,136637,9,2
41, F, B, Y,21000,95847,3,0
50, F, W, Y,34000,56553,1,4
59, M, B, N,38000,106102,9,0
62, M, B, Y,25000,67078,2,1
22, M, W, Y,53000,85094,7,5
56, M, B, Y,26000,87044,1,7
25, F, B, Y,58000,41592,1,5
34, M, W, Y,30000,38801,2,0
23, F, W, N,36000,95989,5,3
44, M, W, Y,46000,132043,1,0
57, F, B, N,33000,92570,9,5
55, M, W, N,25000,33434,9,1
67, F, W, Y,30000,80388,4,4
63, F, W, Y,50000,97638,5,1
61, M, W, Y,63000,58371,6,3
33, M, B, Y,32000,35403,6,0
59, F, B, Y,22000,140277,1,6
45, M, W, N,24000,34299,7,5
33, M, W, Y,24000,95130,3,5
68, F, W, Y,67000,107757,0,2
23, M, B, N,37000,138760,4,6
48, F, W, Y,51000,48016,9,6
24, F, W, Y,47000,92070,8,6
21, M, B, N,28000,158618,0,5
22, F, B, N,65000,141660,2,2
65, F, B, Y,41000,102063,0,4
62, F, B, Y,29000,78423,2,4
60, M, B, Y,35000,118258,8,7
23, F, B, Y,39000,169752,1,0
56, M, B, N,23000,109384,8,1
67, M, W, Y,47000,140972,8,0
44, M, W, N,62000,126797,7,6
43, M, B, N,68000,141622,0,3
51, F, W, N,37000,75604,5,0
35, M, W, Y,51000,92223,1,5
35, F, W, Y,22000,12526,2,7
38, M, W, N,67000,87144,6,6
64, M, W, Y,52000,52673,4,5
48, M, B, N,61000,89197,0,8
43, M, B, N,44000,60865,4,8
33, F, B, Y,58000,71590,1,3
42, M, W, Y,29000,143120,8,2
56, M, B, Y,46000,42850,0,9
59, F, W, N,56000,113929,8,7
29, M, B, N,52000,70360,5,5
64, F, W, N,57000,154949,6,1
49, M, W, N,52000,138115,0,5
58, F, B, N,57000,120735,9,1
68, F, W, N,59000,34339,1,3
32, M, W, Y,40000,107145,1,3
34, F, B, N,63000,144573,9,7
47, F, W, Y,44000,138024,3,4
63, M, W, N,30000,65877,5,4
62, M, B, Y,52000,65817,9,0
60, M, W, N,66000,157747,7,3
38, M, B, N,33000,21711,8,7
37, M, W, Y,23000,145398,9,9
57, F, W, N,41000,30956,1,7
49, M, B, N,39000,131018,7,7
55, F, B, N,29000,168963,5,7
37, M, B, N,53000,128629,7,6
42, F, B, N,63000,113828,1,8
21, F, W, Y,57000,38173,5,8
22, F, W, Y,42000,30894,4,0
47, M, W, N,20000,94458,5,8
28, F, W, N,51000,124980,0,6
26, F, B, N,59000,106572,2,7
38, M, W, N,55000,75897,6,6
25, M, B, Y,64000,163414,8,9
34, M, B, Y,68000,92885,4,3
26, F, W, Y,34000,80940,6,0
26, F, W, N,36000,83589,7,6
48, F, B, N,51000,26775,9,0
41, F, W, Y,52000,33199,2,4
23, M, B, Y,29000,157791,3,9
22, F, W, Y,50000,89387,9,6
26, M, B, Y,38000,26300,6,2
54, M, W, Y,36000,168651,5,9
46, M, B, Y,61000,150466,0,9
43, M, W, N,66000,59710,6,9
69, M, W, Y,64000,24581,4,2
44, M, W, N,66000,79556,2,1
30, F, W, Y,61000,164807,7,0
35, M, W, Y,67000,137803,1,0
32, M, B, N,28000,146031,0,0
50, F, B, N,39000,64951,6,1
56, F, W, N,22000,145447,3,5
58, M, W, Y,52000,100188,6,4
59, M, W, N,35000,108485,9,2
64, F, W, N,44000,154361,6,1
33, M, W, N,21000,132731,3,5
51, F, B, Y,41000,23738,8,1
54, M, B, N,33000,105435,3,3
65, M, B, N,22000,50183,9,6
33, F, W, N,53000,30262,8,9
26, M, B, Y,22000,163377,6,9
51, F, W, Y,66000,118884,6,9
51, M, B, Y,23000,80701,0,1
35, M, B, N,37000,83064,6,9
52, M, W, N,55000,120408,8,6
65, F, B, N,21000,142828,8,8
59, M, W, Y,38000,43721,7,9
56, M, W, N,32000,66381,4,5
59, F, B, N,59000,101459,8,6
33, F, B, N,38000,117364,3,6
33, M, W, Y,32000,20839,2,9
48, M, B, N,25000,145097,7,0
43, M, B, Y,20000,28063,7,5
49, F, B, Y,67000,133421,2,4
41, M, W, Y,42000,42323,8,4
31, M, B, N,32000,123773,0,8
28, M, B, N,65000,96852,2,3
31, F, W, N,34000,28113,2,6
30, M, B, Y,28000,122629,3,8
41, F, W, Y,21000,47324,2,9
37, M, B, N,20000,150389,0,1
23, F, B, N,55000,50726,9,1
27, M, B, Y,49000,106537,3,8
67, F, B, N,39000,152308,4,1
25, M, W, Y,33000,18613,0,2
54, M, W, N,66000,119320,4,5
37, F, W, N,30000,45915,2,2
50, M, B, Y,28000,88845,3,8
53, F, W, N,68000,110918,2,1
58, F, B, Y,40000,147964,4,1
39, M, W, Y,58000,67106,8,4
23, F, B, Y,30000,53164,7,0
44, M, W, Y,34000,98849,3,8
59, F, W, N,26000,84588,0,1
64, M, W, N,24000,128941,8,4
58, M, B, N,31000,70769,6,4
69, M, W, Y,20000,89432,1,4
23, M, B, N,25000,59468,4,1
37, M, B, N,33000,71376,0,7
62, M, W, Y,61000,70236,3,9
65, F, W, N,68000,49119,6,1
67, F, B, Y,36000,84333,6,8
43, M, W, Y,25000,34755,3,5
27, M, B, Y,63000,27628,9,0
42, M, W, Y,57000,118369,9,7
38, M, W, Y,45000,22094,4,5
53, F, B, Y,49000,49700,0,0
22, M, W, N,26000,101541,1,7
60, M, B, Y,22000,136843,5,6
50, F, B, N,24000,67199,7,4
39, F, B, N,57000,157619,0,6
51, M, B, N,44000,38775,8,8
48, M, W, N,30000,59232,4,4
39, M, B, Y,25000,56621,9,8
36, F, W, Y,52000,21848,6,9
45, M, B, Y,22000,10624,4,9
51, M, B, Y,47000,61707,8,5
27, M, W, N,48000,91456,1,8
39, F, B, Y,43000,29411,0,0
69, F, B, N,27000,79797,5,5
66, F, B, Y,61000,98993,9,2
55, M, W, Y,37000,149162,9,0
65, M, B, N,26000,123409,3,2
20, M, W, Y,25000,137962,8,8
44, M, B, N,44000,112069,9,2
23, M, B, Y,51000,46411,9,8
34, F, W, N,54000,126033,3,7
35, F, W, Y,60000,73916,7,6
45, M, W, Y,67000,166497,2,1
51, F, W, Y,26000,152571,6,5
23, F, B, N,34000,32200,5,9
41, M, W, N,32000,92376,8,2
60, F, B, Y,63000,121367,2,7
42, M, W, N,55000,53813,9,5
32, M, W, N,25000,33818,5,0
63, F, B, Y,55000,143400,1,0
21, M, B, Y,35000,28874,6,9
27, M, B, N,53000,47844,0,2
32, F, W, Y,55000,34671,3,5
26, F, B, Y,69000,142431,4,9
43, M, W, N,63000,64521,0,7
50, M, B, N,44000,109260,3,8
20, M, B, Y,35000,15935,9,6
68, M, W, N,28000,100964,0,5
48, F, W, N,64000,67941,2,4
39, F, W, Y,39000,85530,5,6
51, M, W, N,49000,52313,8,6
45, F, W, N,51000,87845,2,0
20, M, B, Y,38000,54347,3,4
22, F, B, Y,33000,83602,0,2
43, M, W, N,42000,58797,5,5
38, F, B, Y,40000,101182,4,1
45, M, W, N,26000,16609,1,4
22, M, W, N,35000,167135,4,6
38, F, B, N,25000,148060,4,9
67, M, B, Y,65000,90897,6,1
28, M, B, N,54000,57954,6,5
50, M, B, N,23000,84354,1,5
51, M, W, N,39000,78465,5,0
50, F, B, N,64000,51888,1,0
52, M, B, Y,31000,135290,6,6
31, M, W, Y,40000,66530,7,9
21, M, B, Y,27000,112702,0,1
64, M, W, N,60000,107830,2,5
55, F, B, Y,45000,133157,0,3
69, F, W, Y,51000,57093,3,8
49, M, B, Y,67000,167055,3,7
63, M, B, Y,51000,25586,6,3
55, F, W, N,55000,28302,1,9
48, F, B, N,46000,11355,9,6
36, F, W, N,24000,51284,4,1
32, F, W, Y,51000,160259,5,7
40, M, B, N,28000,64880,3,8
34, M, W, Y,62000,66873,6,9
65, F, W, Y,43000,79144,2,1
65, M, B, Y,20000,70854,3,3
60, F, W, Y,35000,60278,1,9
44, F, B, N,36000,24426,1,1
25, M, B, N,26000,49518,0,0
68, F, B, N,35000,166578,4,7
33, M, B, N,26000,161565,7,8
25, M, B, N,41000,139626,3,1
32, M, B, Y,49000,38180,1,5
37, F, W, Y,53000,63752,5,1
47, M, W, Y,25000,92569,7,7
56, F, B, Y,46000,105143,8,7
45, F, B, Y,51000,40185,0,4
68, F, W, N,69000,133363,4,4
31, M, W, N,52000,11575,6,2
50, M, B, N,57000,143570,1,7
26, M, B, N,32000,142882,9,3
29, M, W, Y,56000,79226,9,3
24, F, W, Y,62000,19651,1,0
32, F, W, Y,41000,130895,2,5
44, F, B, Y,58000,29546,4,0
28, M, W, Y,62000,66782,0,9
58, F, B, Y,63000,159601,7,0
20, M, B, Y,21000,30615,7,2
23, M, B, N,26000,133649,0,1
41, M, B, N,31000,162516,9,7
43, M, W, N,49000,25534,4,0
29, M, B, N,56000,118465,9,3
43, F, B, Y,44000,43742,8,5
21, M, B, N,31000,84000,2,1
68, F, W, Y,68000,143070,9,8
30, M, W, Y,51000,117770,3,9
68, M, B, Y,69000,158969,2,3
33, M, W, N,61000,140563,7,3
42, F, W, N,45000,80164,1,5
31, F, W, Y,42000,45437,8,2
40, M, B, N,53000,115205,5,6
68, M, W, N,62000,84584,1,5
64, F, B, Y,52000,88552,7,1
61, F, W, Y,61000,128548,9,0
49, F, B, N,51000,141821,4,5
27, F, W, Y,58000,113413,6,7
31, F, W, N,21000,115832,6,1
29, M, W, Y,33000,31604,9,9
64, M, B, N,45000,149065,4,2
38, F, W, Y,45000,101911,5,3
69, M, W, Y,64000,108161,0,6
34, F, B, Y,49000,34372,1,0
44, M, B, Y,64000,146083,0,9
40, F, W, N,21000,25624,5,9
